ID,Country,Trial_type,District,Crop,Treatment,Lime_rate,Yield(t/ha)
1562,Tanzania,Shotgun,Mbozi,Beans,TS4,7,1.07
1563,Tanzania,Shotgun,Geita,Beans,TS4,7,1.17
1564,Tanzania,Shotgun,Geita,Beans,TS1,0,0.5
1565,Tanzania,Shotgun,Geita,Beans,TS2,1,0.67
1566,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.8
1567,Tanzania,Shotgun,Geita,Beans,TS4,7,1.03
1568,Tanzania,Shotgun,Geita,Beans,TS1,0,0.5
1569,Tanzania,Shotgun,Geita,Beans,TS2,1,0.67
1570,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.83
1571,Tanzania,Shotgun,Geita,Beans,TS4,7,1
1572,Tanzania,Shotgun,Geita,Beans,TS1,0,0.5
1573,Tanzania,Shotgun,Geita,Beans,TS2,1,0.67
1574,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.8
1575,Tanzania,Shotgun,Geita,Beans,TS4,7,1.03
1576,Tanzania,Shotgun,Geita,Beans,TS1,0,0.5
1577,Tanzania,Shotgun,Geita,Beans,TS2,1,0.53
1578,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.77
1579,Tanzania,Shotgun,Geita,Beans,TS4,7,0.87
1580,Tanzania,Shotgun,Geita,Beans,TS1,0,0.17
1581,Tanzania,Shotgun,Geita,Beans,TS2,1,0.2
1582,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.4
1583,Tanzania,Shotgun,Geita,Beans,TS4,7,0.57
1584,Tanzania,Shotgun,Geita,Beans,TS1,0,0.47
1585,Tanzania,Shotgun,Geita,Beans,TS2,1,0.53
1586,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.8
1587,Tanzania,Shotgun,Geita,Beans,TS4,7,0.87
1588,Tanzania,Shotgun,Geita,Beans,TS1,0,0.43
1589,Tanzania,Shotgun,Geita,Beans,TS2,1,0.67
1590,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.9
1591,Tanzania,Shotgun,Geita,Beans,TS4,7,1
1592,Tanzania,Shotgun,Geita,Beans,TS1,0,0.67
1593,Tanzania,Shotgun,Geita,Beans,TS2,1,1.17
1594,Tanzania,Shotgun,Geita,Beans,TS3,2.5,1.5
1595,Tanzania,Shotgun,Geita,Beans,TS4,7,2
1596,Tanzania,Shotgun,Geita,Beans,TS1,0,0.18
1597,Tanzania,Shotgun,Geita,Beans,TS2,1,0.22
1598,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.43
1599,Tanzania,Shotgun,Geita,Beans,TS4,7,0.67
1600,Tanzania,Shotgun,Geita,Beans,TS1,0,0.33
1601,Tanzania,Shotgun,Geita,Beans,TS2,1,0.4
1602,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.57
1603,Tanzania,Shotgun,Geita,Beans,TS4,7,0.7
1604,Tanzania,Shotgun,Geita,Beans,TS1,0,0.17
1605,Tanzania,Shotgun,Geita,Beans,TS2,1,0.2
1606,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.47
1607,Tanzania,Shotgun,Geita,Beans,TS4,7,0.67
1608,Tanzania,Shotgun,Geita,Beans,TS1,0,0.47
1609,Tanzania,Shotgun,Geita,Beans,TS2,1,0.67
1610,Tanzania,Shotgun,Geita,Beans,TS3,2.5,1.03
1611,Tanzania,Shotgun,Geita,Beans,TS4,7,1.17
1612,Tanzania,Shotgun,Geita,Beans,TS1,0,0.47
1613,Tanzania,Shotgun,Geita,Beans,TS1,0,0.47
1614,Tanzania,Shotgun,Geita,Beans,TS2,1,0.53
1615,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.77
1616,Tanzania,Shotgun,Geita,Beans,TS4,7,0.9
1617,Tanzania,Shotgun,Geita,Beans,TS1,0,0.33
1618,Tanzania,Shotgun,Geita,Beans,TS2,1,0.43
1619,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.77
1620,Tanzania,Shotgun,Geita,Beans,TS4,7,0.8
1621,Tanzania,Shotgun,Geita,Beans,TS1,0,0.43
1622,Tanzania,Shotgun,Geita,Beans,TS2,1,0.7
1623,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.83
1624,Tanzania,Shotgun,Geita,Beans,TS4,7,1.03
1625,Tanzania,Shotgun,Geita,Beans,TS1,0,0.47
1626,Tanzania,Shotgun,Geita,Beans,TS2,1,0.67
1627,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.87
1628,Tanzania,Shotgun,Geita,Beans,TS4,7,1
1629,Tanzania,Shotgun,Geita,Beans,TS1,0,0.33
1630,Tanzania,Shotgun,Geita,Beans,TS2,1,0.4
1631,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.6
1632,Tanzania,Shotgun,Geita,Beans,TS4,7,0.67
1633,Tanzania,Shotgun,Geita,Beans,TS1,0,0.25
1634,Tanzania,Shotgun,Geita,Beans,TS2,1,0.28
1635,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.47
1636,Tanzania,Shotgun,Geita,Beans,TS4,7,0.67
1637,Tanzania,Shotgun,Geita,Beans,TS1,0,0.47
1638,Tanzania,Shotgun,Geita,Beans,TS2,1,0.67
1639,Tanzania,Shotgun,Geita,Beans,TS3,2.5,0.87
1640,Tanzania,Shotgun,Geita,Beans,TS4,7,1
1641,Tanzania,RCBD,Mbozi,Maize,TR1,0,1.97
1642,Tanzania,RCBD,Mbozi,Maize,TR2,1,3.76
1643,Tanzania,RCBD,Mbozi,Maize,TR3,2,5.13
1644,Tanzania,RCBD,Mbozi,Maize,TR4,3,5.61
1645,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,0.75
1646,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,9.13
1647,Tanzania,RCBD,Mbozi,Maize,TR7,7,10.8
1648,Tanzania,RCBD,Mbozi,Maize,TR1,0,2.67
1649,Tanzania,RCBD,Mbozi,Maize,TR2,1,3.83
1650,Tanzania,RCBD,Mbozi,Maize,TR3,2,4.69
1651,Tanzania,RCBD,Mbozi,Maize,TR4,3,4.63
1652,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,6.63
1653,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,6.97
1654,Tanzania,RCBD,Mbozi,Maize,TR7,7,8.34
1655,Tanzania,RCBD,Mbozi,Maize,TR1,0,1.45
1656,Tanzania,RCBD,Mbozi,Maize,TR2,1,2.05
1657,Tanzania,RCBD,Mbozi,Maize,TR3,2,2.97
1658,Tanzania,RCBD,Mbozi,Maize,TR4,3,4.94
1659,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,5.06
1660,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,7.33
1661,Tanzania,RCBD,Mbozi,Maize,TR7,7,7.72
1662,Tanzania,RCBD,Mbozi,Maize,TR1,0,1.06
1663,Tanzania,RCBD,Mbozi,Maize,TR2,1,1.78
1664,Tanzania,RCBD,Mbozi,Maize,TR3,2,1.88
1665,Tanzania,RCBD,Mbozi,Maize,TR4,3,1.61
1666,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,2.5
1667,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,2
1668,Tanzania,RCBD,Mbozi,Maize,TR7,7,2.73
1669,Tanzania,RCBD,Mbozi,Maize,TR1,0,1.28
1670,Tanzania,RCBD,Mbozi,Maize,TR2,1,0.87
1671,Tanzania,RCBD,Mbozi,Maize,TR3,2,0.85
1672,Tanzania,RCBD,Mbozi,Maize,TR4,3,1.09
1673,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,1.81
1674,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,1.61
1675,Tanzania,RCBD,Mbozi,Maize,TR7,7,1.44
1676,Tanzania,RCBD,Mbozi,Maize,TR1,0,0.43
1677,Tanzania,RCBD,Mbozi,Maize,TR2,1,1.25
1678,Tanzania,RCBD,Mbozi,Maize,TR3,2,1.59
1679,Tanzania,RCBD,Mbozi,Maize,TR4,3,1.6
1680,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,1.36
1681,Tanzania,RCBD,Mbozi,Maize,TR7,7,1.64
1682,Tanzania,RCBD,Mbozi,Maize,TR1,0,1.06
1683,Tanzania,RCBD,Mbozi,Maize,TR2,1,2.03
1684,Tanzania,RCBD,Mbozi,Maize,TR3,2,1.32
1685,Tanzania,RCBD,Mbozi,Maize,TR4,3,1.34
1686,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,1.72
1687,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,1.65
1688,Tanzania,RCBD,Mbozi,Maize,TR7,7,3.1
1689,Tanzania,RCBD,Mbozi,Maize,TR1,0,1.09
1690,Tanzania,RCBD,Mbozi,Maize,TR2,1,1.23
1691,Tanzania,RCBD,Mbozi,Maize,TR3,2,1.92
1692,Tanzania,RCBD,Mbozi,Maize,TR4,3,1.62
1693,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,1.19
1694,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,1.8
1695,Tanzania,RCBD,Mbozi,Maize,TR7,7,2.54
1696,Tanzania,RCBD,Mbozi,Maize,TR1,0,2.17
1697,Tanzania,RCBD,Mbozi,Maize,TR2,1,1.99
1698,Tanzania,RCBD,Mbozi,Maize,TR3,2,4.24
1699,Tanzania,RCBD,Mbozi,Maize,TR4,3,1.87
1700,Tanzania,RCBD,Mbozi,Maize,TR5,4.5,2.25
1701,Tanzania,RCBD,Mbozi,Maize,TR6,5.5,1.18
1702,Tanzania,RCBD,Mbozi,Maize,TR7,7,3.59
1703,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.68
1704,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.07
1705,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.32
1706,Tanzania,Shotgun,Mbozi,Maize,TS4,7,2.14
1707,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.03
1708,Tanzania,Shotgun,Mbozi,Maize,TS2,1,3
1709,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,4.58
1710,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.83
1711,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.59
1712,Tanzania,Shotgun,Mbozi,Maize,TS2,1,3.03
1713,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.71
1714,Tanzania,Shotgun,Mbozi,Maize,TS4,7,4.32
1715,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.7
1716,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.47
1717,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.31
1718,Tanzania,Shotgun,Mbozi,Maize,TS4,7,5.19
1719,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.39
1720,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.41
1721,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.59
1722,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.17
1723,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.74
1724,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.81
1725,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.33
1726,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.13
1727,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.66
1728,Tanzania,Shotgun,Mbozi,Maize,TS2,1,5.64
1729,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,7.47
1730,Tanzania,Shotgun,Mbozi,Maize,TS4,7,7.09
1731,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.46
1732,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.06
1733,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.38
1734,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.21
1735,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.15
1736,Tanzania,Shotgun,Mbozi,Maize,TS2,1,1.45
1737,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,1.65
1738,Tanzania,Shotgun,Mbozi,Maize,TS4,7,1.94
1739,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.03
1740,Tanzania,Shotgun,Mbozi,Maize,TS2,1,1.68
1741,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.27
1742,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.76
1743,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.22
1744,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.2
1745,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.19
1746,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.49
1747,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.13
1748,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.57
1749,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.7
1750,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.89
1751,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.1
1752,Tanzania,Shotgun,Mbozi,Maize,TS2,1,3.65
1753,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,4.66
1754,Tanzania,Shotgun,Mbozi,Maize,TS4,7,5.6
1755,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.07
1756,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.46
1757,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.89
1758,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.62
1759,Tanzania,Shotgun,Mbozi,Maize,TS1,0,0.97
1760,Tanzania,Shotgun,Mbozi,Maize,TS2,1,0.92
1761,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,1.18
1762,Tanzania,Shotgun,Mbozi,Maize,TS4,7,1.39
1763,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.51
1764,Tanzania,Shotgun,Mbozi,Maize,TS2,1,4.4
1765,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.63
1766,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.81
1767,Tanzania,Shotgun,Mbozi,Maize,TS1,0,0.47
1768,Tanzania,Shotgun,Mbozi,Maize,TS2,1,1.31
1769,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,1.73
1770,Tanzania,Shotgun,Mbozi,Maize,TS4,7,1.65
1771,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.66
1772,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.4
1773,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,4.35
1774,Tanzania,Shotgun,Mbozi,Maize,TS4,7,4.46
1775,Tanzania,Shotgun,Mbozi,Maize,TS1,0,3.32
1776,Tanzania,Shotgun,Mbozi,Maize,TS2,1,3.8
1777,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.83
1778,Tanzania,Shotgun,Mbozi,Maize,TS4,7,2.89
1779,Tanzania,Shotgun,Mbozi,Maize,TS1,0,0.47
1780,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.54
1781,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.89
1782,Tanzania,Shotgun,Mbozi,Maize,TS4,7,1.31
1783,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.11
1784,Tanzania,Shotgun,Mbozi,Maize,TS2,1,1.99
1785,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.88
1786,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.33
1787,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.6
1788,Tanzania,Shotgun,Mbozi,Maize,TS2,1,3.42
1789,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.8
1790,Tanzania,Shotgun,Mbozi,Maize,TS4,7,4.19
1791,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.28
1792,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.65
1793,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.97
1794,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.08
1795,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.18
1796,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.58
1797,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.78
1798,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.93
1799,Tanzania,Shotgun,Mbozi,Maize,TS1,0,0.94
1800,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.68
1801,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.32
1802,Tanzania,Shotgun,Mbozi,Maize,TS4,7,2.43
1803,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.21
1804,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.73
1805,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.61
1806,Tanzania,Shotgun,Mbozi,Maize,TS4,7,4.5
1807,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.06
1808,Tanzania,Shotgun,Mbozi,Maize,TS2,1,3.14
1809,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.35
1810,Tanzania,Shotgun,Mbozi,Maize,TS4,7,4.22
1811,Tanzania,Shotgun,Mbozi,Maize,TS1,0,5.11
1812,Tanzania,Shotgun,Mbozi,Maize,TS2,1,5.84
1813,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,6.8
1814,Tanzania,Shotgun,Mbozi,Maize,TS4,7,5.37
1815,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.62
1816,Tanzania,Shotgun,Mbozi,Maize,TS2,1,4.03
1817,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.95
1818,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.82
1819,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.81
1820,Tanzania,Shotgun,Mbozi,Maize,TS2,1,4.56
1821,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,3.63
1822,Tanzania,Shotgun,Mbozi,Maize,TS4,7,2.88
1823,Tanzania,Shotgun,Mbozi,Maize,TS1,0,0.67
1824,Tanzania,Shotgun,Mbozi,Maize,TS2,1,1.09
1825,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,1.22
1826,Tanzania,Shotgun,Mbozi,Maize,TS4,7,1.53
1827,Tanzania,Shotgun,Mbozi,Maize,TS1,0,1.29
1828,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.21
1829,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.83
1830,Tanzania,Shotgun,Mbozi,Maize,TS4,7,2.57
1831,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.06
1832,Tanzania,Shotgun,Mbozi,Maize,TS2,1,1.69
1833,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.39
1834,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3
1835,Tanzania,Shotgun,Mbozi,Maize,TS1,0,2.7
1836,Tanzania,Shotgun,Mbozi,Maize,TS2,1,2.29
1837,Tanzania,Shotgun,Mbozi,Maize,TS3,2.5,2.86
1838,Tanzania,Shotgun,Mbozi,Maize,TS4,7,3.83
